,Hotel Name,Rating,Rating Group,Free WiFi,Airport Shuttle,Distance From Airport,Restaurant,Private Parking,Bar,Non Smoking Rooms,Pet Friendly,Elevator
0,Domus Donnaregina Apartments,9.3,3.0,True,False,3.3,False,False,False,True,False,False
1,Hotel Relais Il Cestello,8.6,3.0,True,False,4.9,False,True,True,True,False,False
2,Sleep & Zupp Casa Olimpia,9.3,3.0,True,True,4.4,False,True,False,True,True,False
3,Barbarella SPA,9.0,3.0,True,True,4.5,False,False,False,True,False,True
4,palazzo suite ducale,9.1,3.0,True,False,7.5,False,False,False,False,True,False
5,La Tela Bianca,9.0,3.0,True,True,4.6,False,True,False,True,True,False
6,Affittacamere Greenhause,7.3,2.0,True,False,6.0,False,False,False,True,False,False
7,Corte Lucatella,8.9,3.0,True,False,7.7,False,False,False,True,False,False
8,Ca' Venar,9.8,3.0,True,False,8.1,False,False,False,True,False,False
9,Lucrezia Apartment by Firenze Prestige,9.3,3.0,True,False,5.2,False,True,False,True,False,False
10,NH Collection Palazzo Cinquecento,8.6,3.0,True,False,13.7,True,True,True,True,True,False
11,Hotel Elite,8.2,3.0,True,True,14.6,False,True,False,True,False,True
12,Rhome Hosting,9.7,3.0,True,True,16.3,False,True,False,True,False,False
13,Hotel Vittorio Veneto,7.1,2.0,True,False,3.0,False,True,False,False,False,False
14,Ca' Frezzeria,9.2,3.0,True,False,7.9,False,False,False,False,False,False
15,"HG Boutique Toledo, Napoli Centro, by ClaPa Group",8.6,3.0,True,True,5.0,False,True,False,True,True,False
16,Hotel Giorgione,8.4,3.0,True,False,7.1,False,False,True,True,False,False
17,The Shire Hotel,9.0,3.0,True,False,14.9,False,False,False,False,True,False
18,B&B Sweet Sleep,8.9,3.0,True,False,3.1,True,False,True,True,True,False
19,Residenza D'Epoca San Jacopo,7.1,2.0,True,False,5.5,False,False,False,True,False,True
20,Together Florence Inn,8.1,3.0,True,False,10.1,False,True,True,True,True,False
21,Maison Imperiale,8.6,3.0,True,True,13.1,False,False,False,True,False,False
22,Atlante Star Hotel,7.9,3.0,True,False,15.9,True,False,True,True,True,False
23,Zanobi Apartment,8.7,3.0,True,True,5.1,False,True,False,True,True,False
24,ilbricco,9.8,3.0,True,True,4.2,False,True,False,True,False,False
25,Campo de' Fiori Apartment,8.4,3.0,True,True,14.8,False,False,False,True,False,False
26,Corso 277 Apartment,9.7,3.0,True,True,14.2,False,False,False,False,False,True
27,Park Palace Hotel,8.5,3.0,True,False,6.5,True,True,True,True,False,False
28,B&b Kingsman,9.3,3.0,True,False,4.6,False,False,False,True,False,True
29,Princeps Boutique Hotel,9.2,3.0,True,True,13.5,False,True,True,True,False,False
30,Hotel Pantheon,8.4,3.0,True,False,14.6,False,False,True,True,True,True
31,47 Boutique Hotel,8.6,3.0,True,True,13.6,True,False,True,True,False,False
32,Privacy in Venice - Your apartment to be let alone,9.5,3.0,True,False,7.7,False,False,False,True,False,False
33,Casa Claudia ai Frari,8.8,3.0,True,True,7.8,False,False,False,True,False,False
34,Santa Maria Novella - WTB Hotels,9.1,3.0,True,False,5.1,False,True,True,True,True,False
35,Amare Napoli,8.7,3.0,True,True,3.3,False,True,True,True,True,True
36,Belle Donne Apartments,8.9,3.0,True,True,5.2,False,False,False,True,False,False
37,Nobile House,8.7,3.0,True,True,7.9,False,False,False,True,False,False
38,Yellow House,9.6,3.0,True,False,8.0,False,False,False,False,False,False
39,Via Frattina Spanish Steps Luxury Flat,8.1,3.0,True,True,14.8,False,True,False,True,True,False
40,NH Collection Grand Hotel Palazzo Dei Dogi,8.4,3.0,True,False,6.5,True,False,False,False,True,False
41,Casa Roberta,9.7,3.0,True,False,8.2,False,False,False,True,False,False
42,Palazzo Turchini,8.4,3.0,True,True,4.8,False,True,True,True,False,False
43,La Baia Di Partenope,9.3,3.0,True,False,4.3,False,True,False,True,False,True
44,Hotel Cineholiday,8.1,3.0,True,True,3.2,False,True,True,True,True,False
45,Corte Contarina San Marco Apartment R&R,8.7,3.0,True,True,7.9,False,False,False,False,True,False
46,River Palace Hotel,8.7,3.0,True,False,15.9,False,True,True,True,False,False
47,Casa Santo Nome di Gesu,8.2,3.0,True,False,5.1,False,True,False,True,False,True
48,Residenza d'Epoca Sant Egidio,8.7,3.0,True,False,5.9,False,False,False,True,False,False
49,Residenza San Calisto,9.0,3.0,True,True,14.1,False,False,False,False,False,False
50,Terrazze Navona,8.7,3.0,True,False,15.0,False,False,False,True,False,True
51,Bed Boutique Napoli Colors,8.7,3.0,True,False,3.5,False,True,False,True,False,True
52,A.Roma Lifestyle Hotel,8.9,3.0,True,True,15.8,False,True,True,False,False,False
53,Hotel Mercure Roma Corso Trieste,8.2,3.0,True,True,15.0,False,True,True,True,True,False
54,FuordArno Bed & Breakfast,9.7,3.0,True,False,6.1,False,False,False,True,False,False
55,Savoy Riviera,8.9,3.0,True,True,7.1,False,True,True,True,True,False
56,Hotel Fellini,8.7,3.0,True,False,14.3,True,False,True,True,False,False
57,LH Hotel Lloyd Rome,7.8,3.0,True,False,14.5,False,True,False,True,True,False
58,Venice Appartament Salini,9.3,3.0,True,False,8.2,False,False,False,True,False,False
59,Hotel Plebiscito Aparthotel,8.2,3.0,True,False,5.6,False,True,False,True,True,True
60,Comfort Zone Naples,9.1,3.0,True,True,4.6,False,False,False,True,True,False
61,B&B Metropolitan,7.7,3.0,True,True,2.9,False,False,False,True,False,False
62,GOGO` Boutique Hotel,8.5,3.0,True,False,4.4,False,True,True,True,False,False
63,Hotel Sant'Antonin,9.0,3.0,True,False,7.7,False,False,True,True,True,False
64,Hotel Bella Venezia,8.2,3.0,True,True,7.7,False,True,True,True,False,False
65,Romantic and Charming Apartments,9.6,3.0,True,False,7.2,True,True,False,True,False,False
66,I Tesori di Napoli,9.2,3.0,True,False,3.4,False,False,False,True,False,False
67,Hotel al Graspo de Ua,7.1,2.0,True,False,7.5,True,False,False,True,True,False
68,LUXURY APARTMENT San Marco Experience,9.2,3.0,False,False,7.8,False,False,True,True,True,False
69,The Gallery 42 Guest House,9.3,3.0,True,False,5.4,False,True,False,True,False,True
70,Glance in Rome,8.9,3.0,True,True,13.8,False,False,False,True,True,True
71,Residence degli Artisti,9.1,3.0,True,False,7.2,False,False,False,True,False,False
72,Hotel Villa Il Castagno,7.0,2.0,True,False,6.2,False,True,True,True,True,False
73,Castel Sant Angelo's Harmonious Apartment,8.6,3.0,True,False,16.4,False,False,False,False,False,False
74,The Grey,9.3,3.0,True,True,4.0,False,True,False,True,False,True
75,La Perla a Palazzo Vecchio,9.9,3.0,True,False,5.7,False,True,False,True,False,False
76,Bella Napoli Suites,7.5,2.0,True,True,3.0,False,False,False,False,False,False
77,Cà Lucy,8.9,3.0,True,False,7.4,False,False,False,True,True,False
78,Hotel Centro,8.9,3.0,True,False,5.3,False,True,False,True,True,True
79,La Corte dei Borboni by Dimorra,8.4,3.0,True,True,6.0,False,False,False,True,False,True
80,Comfort Hotel Bolivar,8.4,3.0,True,True,13.9,False,True,True,True,True,False
81,Cuore Partenopeo B&B,9.0,3.0,True,True,2.3,False,True,False,True,False,False
82,La Ciliegina Lifestyle Hotel,9.0,3.0,True,True,5.0,False,True,True,True,False,False
83,Hotel Grifone Firenze,8.0,3.0,True,False,7.7,False,True,True,False,True,False
84,rialto1082,9.0,3.0,True,False,7.5,False,False,False,False,False,False
85,Royal Termini,7.7,3.0,True,False,13.1,False,False,False,True,False,True
86,Superb Location Beside Piazza San Marco,9.0,3.0,True,False,7.8,False,False,False,True,False,False
87,Hotel Duomo Firenze,8.4,3.0,True,False,5.5,False,True,True,True,False,False
88,Bitré - Bed & Breakfast,9.2,3.0,True,False,6.1,False,True,False,True,False,True
89,Le Meridien Visconti Rome,8.7,3.0,True,False,15.6,True,True,True,True,True,False
90,Albergo ai Tolentini,7.7,3.0,True,False,7.6,False,False,False,True,False,False
91,Poli Grappa Suite,9.2,3.0,True,True,8.1,False,False,False,True,False,False
92,B&B A Florence View,9.3,3.0,True,False,5.5,False,False,False,True,False,False
93,Mergellina 121,9.4,3.0,True,True,7.3,False,True,True,True,False,False
94,Le Mille e una Notte EXCLUSIVE SUITE FIRENZE,9.2,3.0,True,False,5.8,False,True,False,True,True,False
95,Hotel Ripa Roma,8.1,3.0,True,False,13.6,True,True,True,True,True,False
96,Soprarno Suites,9.3,3.0,True,False,5.6,False,False,True,True,True,True
97,Appartamento Calle Furlani,8.8,3.0,True,False,7.7,False,False,False,True,False,False
98,GELSO HOME,9.6,3.0,True,True,4.8,False,True,False,True,False,False
99,Domus Alma,8.4,3.0,True,True,3.6,False,False,False,True,True,True
100,Hotel Canova,8.4,3.0,True,True,13.5,False,False,True,True,False,True
101,"""Panoramic Terrazza - Napoli""",9.3,3.0,True,False,4.7,False,False,False,False,False,True
102,Casa Toto',8.1,3.0,True,True,3.4,False,True,False,True,True,False
103,Bridge of Sighs Luxurious Apartment,9.6,3.0,True,False,7.8,False,False,False,True,False,False
104,NH Firenze,8.3,3.0,True,False,4.2,False,True,True,True,True,False
105,Luxury central flat river view,9.5,3.0,True,False,5.2,False,False,False,True,False,False
106,Maison Bianca B&B,9.0,3.0,True,False,4.1,False,True,False,True,False,True
107,Lambert Apartment,9.8,3.0,True,False,5.9,False,True,False,False,False,False
108,Mamo Florence - Vertical Garden Apartments,8.7,3.0,True,False,5.7,False,True,False,True,False,False
109,Ve.N.I.Ce. Cera Ca' del Gondoliere,9.4,3.0,True,False,7.8,False,False,False,True,False,False
110,BIENNALE FLAT IN GIARDINI,7.4,2.0,False,False,8.5,False,False,False,False,True,False
111,Pettinary Village B&B,9.4,3.0,True,True,14.4,False,False,False,True,False,False
112,Umberto34-Luxury Home,9.6,3.0,True,True,4.3,False,True,True,True,False,True
113,La Finestra sulle Beccarie,9.8,3.0,True,False,7.3,False,False,False,True,False,False
114,Suite Doge Marcello,7.5,2.0,False,False,7.5,False,False,False,False,False,False
115,Hotel Nuvò,8.4,3.0,True,True,11.3,False,True,True,True,True,False
116,Bianca Cappello House,9.3,3.0,True,False,7.5,False,False,False,True,False,False
117,Harry s Canal View NEW Property 2022,6.9,2.0,True,True,6.8,False,False,False,True,False,False
118,MDC LUXURY ROOMS NAPLES,7.8,3.0,True,True,4.0,False,False,False,True,False,True
119,Corte Canal Venice,6.8,2.0,True,False,7.4,False,False,False,True,False,False
120,Orange Garden B&B,8.4,3.0,True,False,15.9,False,True,False,True,True,False
121,Ca Dell'Arte,9.0,3.0,True,True,7.9,False,False,False,True,False,False
122,Hotel San Giovanni Roma,8.9,3.0,True,True,11.5,False,True,True,True,True,False
123,The H'All Tailor Suite Roma,8.4,3.0,True,True,16.1,False,True,True,True,True,False
124,Studio Fanti,8.9,3.0,True,False,7.5,False,True,False,True,False,False
125,BBHOMEROME - Piazza di Spagna Luxury big Flat,8.7,3.0,True,True,14.8,False,True,False,False,True,False
126,My Boutique Home in Florence,9.2,3.0,True,False,6.0,False,False,False,True,False,True
127,Sogno di Giulietta e Romeo,8.6,3.0,True,False,7.3,False,False,False,True,True,False
128,Relais sul Mare Boutique Hotel,8.7,3.0,True,True,5.9,False,False,True,True,False,True
129,Domus Ester,7.5,2.0,True,True,14.3,False,True,False,True,True,False
130,"GCF Luxury Suites, guest house",9.4,3.0,True,False,15.4,False,False,False,True,False,True
131,Casa Fabbrini Boutique B&B,9.1,3.0,True,True,15.2,False,True,False,True,True,False
132,Palazzo Alabardieri,8.9,3.0,True,True,5.9,False,False,True,True,False,False
133,Ca' Nal Apartments,9.4,3.0,True,False,7.7,False,False,False,True,False,False
134,Appartamento San Tomà,9.5,3.0,True,False,7.7,False,False,False,True,False,False
135,Ricale,8.9,3.0,True,False,4.7,False,True,False,False,False,False
136,Florence Room B&B,7.4,2.0,True,False,4.9,False,True,False,True,True,False
137,Scalon del Doge,9.7,3.0,True,False,7.3,False,False,False,True,False,False
138,Exclusive Ca Quadri Apartments,7.6,3.0,False,False,7.0,False,False,False,True,False,False
139,Borgo Guelfo III,8.8,3.0,True,True,4.8,False,True,False,True,True,False
140,Hilton Molino Stucky Venice,7.8,3.0,True,False,8.6,False,False,True,True,True,False
141,"Sestiere Dorsoduro, a due passi da Zattere",0.0,0.0,True,False,8.3,False,False,False,True,False,False
142,Opera Home Principe Umberto,8.2,3.0,True,True,3.0,False,True,True,True,True,False
143,Canal Grande,9.1,3.0,True,True,7.2,False,False,True,True,False,False
144,B&B Stupido Hotel,9.3,3.0,True,False,5.2,False,True,False,True,False,False
145,La Casa de Lazarina,9.4,3.0,True,False,6.3,False,True,False,True,False,False
146,Borgo Pio Suites Inn,9.1,3.0,True,False,15.9,False,True,False,True,True,False
147,Colosseum Apartments,9.0,3.0,True,True,12.8,False,True,False,True,False,False
148,San Stae Charming Apartment Gran Canal,9.7,3.0,True,True,7.2,False,False,False,True,False,False
149,Hotel Palazzo Vitturi,8.9,3.0,True,True,7.5,True,False,True,True,False,False
150,Papa Paolo II,8.6,3.0,True,False,7.9,False,False,False,True,False,False
151,The Lion's House APT5,0.0,0.0,True,False,7.5,False,False,False,True,False,False
152,Hotel Raffaello,8.4,3.0,True,False,3.3,True,True,True,True,True,False
153,Hotel Bella Capri,7.4,2.0,True,False,4.8,False,False,False,True,True,False
154,Chroma Apt Farinone 28,8.5,3.0,True,True,15.9,False,False,False,True,False,False
155,CasaMariamaddalena,10.0,3.0,True,False,6.9,False,False,False,True,False,False
156,Ascanio Twenty Six,9.2,3.0,True,True,14.9,False,False,False,True,True,True
157,Rialto Canal View Deluxe R&R,9.1,3.0,True,True,7.6,False,False,False,True,False,True
158,Hotel Al Malcanton,8.7,3.0,True,False,7.7,False,False,False,True,False,False
159,Dedo Boutique Hotel,8.7,3.0,True,False,4.7,False,False,True,True,False,True
160,Residenza Maritti Classic Rooms,9.4,3.0,True,True,13.6,False,False,False,True,False,True
161,Hotel Roma Tiburtina Metro,8.0,3.0,True,True,13.8,False,True,True,True,False,False
162,Ca' Moro Lido,9.6,3.0,True,False,7.8,False,False,False,True,False,True
163,La Porta D'Oriente B&B,9.1,3.0,True,False,7.6,False,False,False,True,True,False
164,Locanda Cavanella,8.7,3.0,True,False,7.8,False,False,False,True,False,False
165,Piazza di Spagna Comfort Rooms,8.4,3.0,True,True,15.2,False,True,False,True,False,False
166,B&B Corte Campana,9.6,3.0,True,False,7.7,False,False,False,False,False,False
167,Fiesolana Apartment,8.9,3.0,True,False,6.0,False,True,False,True,False,False
168,Falegnami Apartment,9.5,3.0,True,False,14.1,False,False,False,True,False,False
169,San Teodoro Palace - Luxury Apartments,8.9,3.0,True,True,7.5,False,False,False,True,False,True
170,Hotel Duca D'Aosta,8.1,3.0,True,False,4.8,False,True,False,True,True,False
171,Hotel Principe,8.3,3.0,True,False,7.1,True,False,True,True,True,False
172,Hotel Mercurio,8.6,3.0,True,False,7.9,False,False,False,True,False,False
173,Le Due Corone Bed & Breakfast,9.3,3.0,True,False,7.8,False,False,False,True,False,False
174,Hotel De La Ville,8.9,3.0,True,True,5.2,False,True,True,True,True,False
175,TreSette Toledo,8.7,3.0,True,True,4.9,False,False,False,True,True,False
176,La Casa del Ghiberti B&B,9.5,3.0,True,False,5.7,False,True,False,True,False,True
177,Frattina Apartments,8.2,3.0,True,True,14.8,False,False,False,True,False,False
178,la terrazza,8.8,3.0,True,False,5.9,False,True,False,False,True,False
179,Savoia e jolanda Apartments,8.9,3.0,True,True,7.4,True,False,False,True,True,False
180,Hotel Caravel,8.4,3.0,True,False,10.7,False,False,True,True,False,False
181,Hotel Botticelli,8.2,3.0,True,False,5.2,False,True,True,True,True,False
182,Melody House,8.5,3.0,True,False,4.3,False,False,False,False,False,True
183,Sanfelice 33 Luxury Suites,9.5,3.0,True,False,4.6,False,True,False,True,True,False
184,B&B Alchimia Napoletana,9.6,3.0,True,False,4.3,False,False,False,True,False,False
185,Residenza Isabella,0.0,0.0,False,False,7.0,False,False,False,False,False,False
186,B&B DORIA,8.2,3.0,True,False,4.9,False,True,False,False,False,True
187,Hotel Bodoni,8.2,3.0,True,False,6.1,False,True,True,True,True,False
188,Ca' Alessandro,9.7,3.0,True,True,6.8,False,False,False,True,False,False
189,Il Magnifico Soggiorno,8.6,3.0,True,False,5.4,False,False,False,True,True,False
190,Alloggi Marinella,9.2,3.0,True,False,7.8,False,True,False,True,False,False
191,DimorArt Design Accomodations in Napoli,9.2,3.0,True,False,4.5,False,False,False,True,False,True
192,Dulcis In Fundo,8.8,3.0,True,True,13.8,False,True,False,True,False,True
193,Appartamento Vicky,9.8,3.0,True,False,7.4,True,False,False,True,True,False
194,Horto Convento,9.3,3.0,True,True,4.8,False,True,True,True,True,False
195,Alis Vanvitelli Suite,9.8,3.0,True,False,5.7,False,True,False,True,False,True
196,Penta Luxury House,9.0,3.0,True,True,16.2,False,False,False,True,False,True
197,Hotel Alla Fava,8.1,3.0,True,False,7.6,False,False,False,True,False,False
198,Peruzzi Urban Residences,9.4,3.0,True,False,6.0,False,False,False,True,True,True
199,Venezia Affitta un Sogno,9.1,3.0,True,False,7.9,False,False,False,True,False,False
200,Palazzo Lupardi Relais,9.3,3.0,True,True,14.8,False,False,False,True,False,True
201,Ca' Soranzo,9.3,3.0,True,False,7.8,False,False,False,True,False,False
202,Eco di Napoli,8.8,3.0,True,True,6.2,False,True,False,True,True,False
203,Ca' Pagan,8.8,3.0,True,False,8.0,False,False,False,True,False,False
204,Duomo Luxury Home with view,0.0,0.0,True,False,5.5,False,True,False,True,True,True
205,Hotel Vasari,8.2,3.0,True,False,4.8,False,True,True,True,True,False
206,Famigi,9.1,3.0,True,False,6.6,False,True,False,True,False,False
207,Casa Bellevue,9.6,3.0,True,False,5.6,False,True,False,True,True,False
208,Hotel La Pergola,7.8,3.0,True,True,17.3,False,False,True,True,True,False
209,H Rooms boutique Hotel,7.7,3.0,True,True,7.5,False,True,False,True,False,False
210,Hotel Gravina San Pietro,8.1,3.0,True,True,15.9,False,False,False,True,False,True
211,Hotel Montreal,7.1,2.0,True,False,13.2,False,False,False,True,False,True
212,Palazzo DaPonte,8.0,3.0,True,False,7.6,False,False,False,True,False,False
213,MAIN,9.4,3.0,True,True,4.9,False,True,True,True,False,False
214,Salute Canal View Apartment,0.0,0.0,True,True,8.4,False,False,False,True,False,False
215,Palazzetto Madonna,8.8,3.0,True,True,7.8,False,False,True,True,True,False
216,Hotel Jolì,8.8,3.0,True,False,4.9,False,False,True,True,True,False
217,Domus Luigi Leone,8.6,3.0,True,False,5.7,False,True,False,True,True,False
218,Residenza Napoli Centrale,9.6,3.0,True,True,3.8,False,True,False,True,False,True
219,Roma Five Suites,9.6,3.0,True,False,14.0,False,False,False,True,False,True
220,Ca' Pisani Hotel,9.0,3.0,True,False,8.3,True,False,True,True,True,False
221,Home Boutique Santa Maria Novella,8.4,3.0,True,False,4.7,False,False,False,True,False,False
222,Domus Luigi Leone II,8.3,3.0,True,False,5.8,False,True,False,True,True,False
223,Residenza Universitaria Gesuiti,7.5,2.0,True,False,6.8,False,False,False,True,False,False
224,Cà Farnese,8.9,3.0,True,False,6.8,False,False,False,True,False,False
225,Casa indipendente nel cuore di trastevere,8.9,3.0,True,False,14.2,False,True,False,True,False,False
226,Domus San Biagio 14,9.4,3.0,True,False,3.9,True,False,True,True,False,True
227,PennyLane Rome Apartment,9.2,3.0,True,True,16.0,False,False,False,True,True,True
228,Room Mate Isabella,9.1,3.0,True,False,5.3,False,False,True,True,False,True
229,Hotel Annalena,8.4,3.0,True,False,5.6,False,True,True,True,False,False
230,Ai Bareteri Luxury Canal View,0.0,0.0,True,False,7.7,False,False,False,True,False,False
231,Ristoriapartment,9.8,3.0,True,False,5.8,False,False,False,True,False,False
232,Casa Tolentino,8.9,3.0,True,True,5.4,False,True,False,True,False,False
233,B&B Palazzo de Campora,9.1,3.0,True,False,3.3,False,False,False,True,False,False
234,SANTO SPIRITO - Elegante appartamento in pieno centro,9.5,3.0,True,False,5.5,False,False,False,True,False,False
235,Locanda Vivaldi,8.6,3.0,True,False,7.9,True,False,True,True,True,False
236,Residence Hilda,9.5,3.0,True,True,5.6,False,True,False,True,True,False
237,Santo Spirito Cozy Flat,7.7,3.0,True,False,5.4,False,False,False,False,False,True
238,EVE Luxury Apartments Pantheon,9.0,3.0,True,True,14.5,False,False,False,True,True,True
239,Domus Domas,8.7,3.0,True,True,13.0,False,False,False,True,True,False
240,Maison Piazza Cavour,9.2,3.0,True,False,15.6,False,True,False,True,True,False
241,La Levantina,9.7,3.0,True,False,6.9,False,False,False,True,False,False
242,Gigli D'Oro Suite,8.6,3.0,True,False,15.0,False,False,True,True,False,True
243,B&B Patatina,9.2,3.0,True,False,7.3,False,False,False,True,False,False
244,Domus Studio 25 bed & breakfast,9.7,3.0,True,False,4.1,False,False,False,True,False,False
245,Napoliamo Guest House,9.6,3.0,True,True,4.3,False,False,False,True,False,False
246,Bed and Breakfast Aereoparking,7.8,3.0,True,True,1.7,False,True,False,True,False,False
247,La terrazza di Paola,9.7,3.0,True,False,4.0,False,False,False,True,False,True
248,Studio San Marco R&R,8.7,3.0,True,True,7.8,False,False,False,True,True,True
249,Palazzo Settembrini 49,8.7,3.0,True,True,3.2,False,True,False,True,True,False
250,Domus Dea,9.5,3.0,True,False,8.1,False,False,False,True,False,False
251,Accademia opera deluxe,8.1,3.0,True,True,8.4,False,False,False,True,False,False
252,Villa Monte Mario,8.0,3.0,True,False,18.8,True,True,False,True,False,False
253,Il vicoletto di Santa Lucia,8.6,3.0,True,True,5.7,False,True,False,True,False,False
254,Zanobino,0.0,0.0,True,False,5.1,False,False,False,False,True,False
255,Suite & Luxury Rooms Palazzo Diomede Carafa,8.7,3.0,True,False,3.9,False,True,False,True,False,False
256,My Suites Piazza di Spagna,9.1,3.0,True,True,15.0,False,False,False,True,True,True
257,Vacanze Romane 2,8.2,3.0,True,False,12.5,False,False,False,True,False,False
258,Mascagni Luxury Rooms & Suites,8.8,3.0,True,False,14.1,False,True,True,True,False,False
259,Casa di Chiara,0.0,0.0,True,True,7.0,False,False,False,True,False,False
260,Villino Fiorentino,9.2,3.0,True,False,4.5,False,True,False,True,False,False
261,Hotel Santa Brigida,7.3,2.0,True,False,5.2,False,True,True,True,False,True
262,WellVenice Fenice,8.7,3.0,True,False,7.9,False,False,False,True,False,False
263,Cannaregio - Venice Style Apartments,7.6,3.0,True,True,7.1,False,False,False,False,False,False
264,Beb Bluangels,8.0,3.0,True,False,2.6,False,False,False,True,True,False
265,casa sveva,9.2,3.0,True,False,4.0,True,True,False,True,False,False
266,B&B Cappella Vecchia 11,8.4,3.0,True,False,5.9,False,True,False,True,True,True
267,Max Apartments,6.8,2.0,True,False,5.1,False,False,False,True,False,False
268,Double B,8.7,3.0,True,True,12.2,False,True,False,True,True,False
269,Hotel Museum,8.5,3.0,True,False,16.6,False,False,True,True,False,True
270,40.17 SAN MARCO,9.1,3.0,True,False,7.8,False,False,False,True,False,False
271,B&B Il Conservatorio,9.4,3.0,True,True,4.1,False,True,False,True,False,False
272,Mamo - Il Moro Apartment,8.5,3.0,True,False,5.1,False,True,False,True,False,False
273,Appartamento Lavatore,8.8,3.0,True,True,14.4,False,False,False,True,True,True
274,Prince Apartments,8.9,3.0,True,False,7.9,False,False,False,True,True,True
275,Hotel Zara Napoli,7.2,2.0,True,False,2.9,False,True,True,True,False,False
276,YiD Gallery art&design in the heart of florence,6.9,2.0,True,False,6.2,False,True,False,False,True,False
277,Il Giglio Guest House,8.7,3.0,True,False,4.3,False,True,False,True,False,True
278,Artemisia Domus,9.4,3.0,True,True,4.5,False,True,True,True,False,False
279,Imperial Suite SPA,8.6,3.0,True,False,4.8,False,True,True,True,True,False
280,Locanda Dell'Arte,8.0,3.0,True,True,4.0,False,True,False,True,False,False
281,Cozy Borgo,9.2,3.0,True,True,5.5,False,True,False,True,True,False
282,Hotel Locarno,9.2,3.0,True,True,15.6,False,True,True,True,True,False
283,Apartment Termini,8.6,3.0,True,True,13.7,False,False,False,False,False,True
284,Trevi Beau Boutique Hotel,8.9,3.0,True,True,14.4,False,False,False,True,True,False
285,Trevi Luxury Terrace,9.5,3.0,True,True,14.4,False,True,False,True,False,False
286,LeMummarelle64 Apartments,8.6,3.0,True,True,3.4,False,True,False,True,True,False
287,at 2 minutes from San Marco square,9.2,3.0,True,False,7.8,False,False,False,True,True,False
288,Duomo Residence Florence,9.0,3.0,True,False,5.4,False,False,False,False,False,False
289,Hotel Savoy,8.2,3.0,True,True,14.7,False,False,True,True,False,False
290,Relais Orso,8.6,3.0,True,True,15.0,False,False,False,True,True,False
291,Hotel Dei Congressi,8.3,3.0,True,True,10.3,True,False,True,True,False,False
292,B&B Hotel Firenze Nuovo Palazzo Di Giustizia,7.8,3.0,True,False,1.7,False,True,False,True,True,False
293,Hotel Silla,8.6,3.0,True,True,6.4,False,True,True,True,True,False
294,Relais Lavagnini Florence,7.8,3.0,True,False,5.1,False,False,False,True,False,True
295,Boheme Apartment,8.7,3.0,True,False,5.5,False,False,False,True,False,False
296,Luxury ai Banchi Nuovi,8.6,3.0,True,True,15.1,False,False,False,True,False,True
297,Best Windows,8.9,3.0,True,False,7.8,False,False,False,True,False,False
298,Venice traditional home with terrace,8.2,3.0,True,False,7.8,False,True,False,True,True,False
299,Your Florence,9.3,3.0,True,False,5.2,False,True,False,True,False,True
300,"Casa ""G&G Pignasecca""",8.8,3.0,True,False,4.7,False,True,False,True,False,True
301,Relais al Corso,8.2,3.0,True,True,15.5,False,False,False,True,True,False
302,Cà Misericordia,9.7,3.0,True,False,6.7,False,False,False,True,True,False
303,Bed & Breakfast Morelli 49,8.5,3.0,True,True,6.0,False,False,False,True,True,False
304,La Gatta Cenerentola Rooms,9.8,3.0,True,False,4.0,False,True,True,True,False,True
305,Hotel Abitart,8.3,3.0,True,False,12.2,True,True,True,True,True,False
306,B&B La Terrazza Napoli,9.7,3.0,True,True,3.6,False,False,True,True,False,False
307,La Volognana,9.4,3.0,True,False,6.0,False,False,False,True,False,False
308,Navona 49,9.3,3.0,True,True,14.9,False,False,False,True,False,False
309,Culture Residence Consalvo Otto,9.4,3.0,True,True,8.4,False,True,False,True,True,False
310,Hotel Ponte Sisto,8.4,3.0,True,False,14.4,False,False,True,True,True,False
311,Grand Hotel Europa & Restaurant,7.8,3.0,True,False,2.8,True,False,True,True,True,False
312,B&B EMME21,9.5,3.0,True,True,3.7,False,True,False,True,False,True
313,Uffizi Harmony,9.4,3.0,True,False,6.0,False,False,False,True,False,False
314,Apartment Cupolone,8.7,3.0,True,False,5.5,False,True,False,True,False,False
315,Finestra su Venezia,9.7,3.0,True,False,6.8,False,False,False,True,False,False
316,Green Park Hotel,6.9,2.0,True,True,5.7,False,True,True,True,True,False
317,Home To Fly,7.7,3.0,True,True,0.5,False,False,False,True,True,False
318,Paola A Trastevere,9.3,3.0,True,True,13.8,False,True,False,True,False,True
319,Ca' del Monastero 7 Collection Bright Apartment with Terrace,10.0,3.0,True,True,7.1,False,False,False,True,True,True
320,Le stanze di caterina,7.7,3.0,True,False,5.6,False,False,False,True,False,False
321,Signoria Apartment with a View,9.3,3.0,True,False,5.7,False,True,False,True,False,True
322,Venice from the top... with lift!,8.9,3.0,True,False,7.0,False,False,False,True,True,True
323,Hotel Nazionale,7.9,3.0,True,False,7.1,False,False,True,True,True,True
324,Hotel Renaissance,9.1,3.0,True,True,5.7,False,True,False,True,True,False
325,PopArtment,9.0,3.0,True,False,3.8,False,True,False,True,True,False
326,San Marco Penthouse,8.3,3.0,True,True,7.5,False,True,False,True,True,False
327,Ca' Dei Polo,8.0,3.0,True,False,7.5,False,False,False,True,True,True
328,Hotel Arlecchino,9.0,3.0,True,False,7.7,False,True,True,True,False,True
329,Egò Boutique Hotel The Silk Road,9.6,3.0,True,True,7.6,False,False,False,False,True,False
