,Hotel Name,Rating,Rating Group,Free WiFi,Airport Shuttle,Distance From Airport,Restaurant,Private Parking,Bar,Non Smoking Rooms,Pet Friendly,Elevator
756,Navona Street Hotel,9.2,3.0,True,True,15.1,True,True,True,True,False,False
757,PIANETA ROMA 39,8.5,3.0,True,True,17.0,False,True,False,True,True,False
758,Domus Clara,9.5,3.0,True,True,13.8,False,False,False,True,False,True
759,Ve-nice Suite Canal Grande SC1979,9.4,3.0,True,False,7.1,False,False,False,True,True,False
760,Locanda Poste Vecie,8.2,3.0,True,False,7.3,True,False,False,True,True,False
761,Via Giulia Apartment,8.8,3.0,True,False,14.6,False,False,False,True,True,False
762,RIALTO MARKET NEW 5pax 3bed 2bath Wifi PowerAircnd,9.5,3.0,True,False,7.2,False,False,False,True,False,False
763,UNAHOTELS Vittoria Firenze,8.2,3.0,True,False,4.4,True,True,True,True,True,False
764,The Hive Hotel,8.8,3.0,True,True,13.6,False,True,True,True,False,False
765,4heavens_naples,9.7,3.0,True,True,3.4,False,True,False,True,False,False
766,Historic center Palace - Huge 4 bedrooms Santa Croce apartment apartment - AC in all rooms,8.9,3.0,True,False,6.1,False,True,False,True,True,True
767,B&B Hotel Delle Tele,7.9,3.0,True,False,5.1,True,True,True,False,True,True
768,Hotel d'Este,7.3,2.0,True,False,13.1,False,False,False,True,False,True
769,San Marco Loft,8.6,3.0,True,False,7.7,False,False,False,True,False,False
770,Magri's Hotel,8.2,3.0,True,True,3.2,False,True,True,True,True,False
771,B&B L'Alloggio Dei Vassalli,8.9,3.0,True,True,4.6,False,True,False,True,False,False
772,Bovio Modern Suite,9.2,3.0,True,True,4.3,False,True,False,True,False,False
773,Ca' Badoer East Studio,9.3,3.0,True,False,7.5,False,False,False,True,True,True
774,Holiday home Zia Gina,9.2,3.0,True,True,13.2,False,False,False,False,True,False
775,Excess Venice Boutique Hotel & Private Spa,9.4,3.0,True,True,8.2,False,False,True,True,True,False
776,"Holiday Inn Rome - Eur Parco Dei Medici, an IHG Hotel",7.7,3.0,True,True,13.7,False,True,True,False,True,False
777,San Marco Deluxe Canal View,7.9,3.0,True,True,7.4,False,True,False,True,True,False
778,Room Mate Luca,9.1,3.0,True,False,5.1,False,False,False,True,False,True
779,FJ Bianco Guest House,9.5,3.0,True,False,4.7,False,False,False,True,False,True
780,Residenza d'Epoca Palazzo Galletti,8.3,3.0,True,False,5.9,False,True,False,True,False,False
781,Loggia Fiorentina,8.3,3.0,True,False,5.2,False,False,False,False,False,False
782,Serristori Palace Residence,9.1,3.0,True,False,6.5,False,True,False,True,False,True
783,Riva Palace Apartments,8.1,3.0,True,True,7.5,False,True,False,True,True,False
784,Signorelli Halldis Apartment,9.0,3.0,True,False,5.8,False,False,False,False,False,False
785,IstayinToledo Luxury Guest House,9.6,3.0,True,True,4.9,False,True,False,True,False,False
786,Ripense In Trastevere,9.0,3.0,True,True,13.6,False,True,False,True,False,True
787,Residenza Storica Hotel Cimabue,7.9,3.0,True,False,5.2,True,True,True,True,True,False
788,Antica Dimora Delle Cinque Lune,8.4,3.0,True,True,14.9,False,False,False,True,False,False
789,Plus Florence,8.2,3.0,True,False,5.0,False,False,False,True,False,False
790,Hotel Bencidormi,9.3,3.0,True,False,4.9,False,False,False,True,False,False
791,Guest House Casa Vicenza Roma,8.2,3.0,True,True,13.7,False,False,False,True,False,True
792,SpiderRooms,9.4,3.0,False,False,3.4,False,False,False,True,False,True
793,Hotel La Fenice et Des Artistes,8.4,3.0,True,False,7.9,True,False,True,True,False,False
794,Hotel Mozart,8.4,3.0,True,False,15.2,True,False,True,True,False,False
795,Tourist House B&B,8.2,3.0,True,False,13.4,False,True,False,True,False,True
796,Hotel Giolli Nazionale,8.4,3.0,True,True,13.9,False,True,True,True,False,False
797,Al Mascaron Ridente,8.9,3.0,True,False,6.7,False,False,False,True,False,False
798,Alloggi Francesco,9.1,3.0,True,False,3.8,False,True,False,True,False,False
799,FusMan house,9.3,3.0,True,False,5.5,False,False,False,False,True,True
800,B&B Alambrado Rooms & Suites,8.6,3.0,True,True,3.3,False,False,False,True,True,False
801,Eitch Borromini Palazzo Pamphilj,9.0,3.0,True,True,14.8,True,False,True,True,False,False
802,Archie's House,8.3,3.0,True,False,6.8,False,False,False,True,False,False
803,Three Houses Toledo,9.5,3.0,True,True,4.9,False,True,False,True,False,False
804,Maison Arena Bovio,8.8,3.0,True,True,4.4,False,True,False,True,False,False
805,Appartamenti Oriuolo,9.1,3.0,True,False,5.9,False,False,False,True,False,True
806,Admiral NEW Property 2022,6.8,2.0,True,True,7.1,False,False,False,True,False,False
807,Relais La Maison De Luxe,9.3,3.0,True,True,13.6,False,False,False,True,False,True
808,Napoli Storia e Mare,9.3,3.0,True,False,6.1,False,True,False,True,False,False
809,Flower Cathedral Firenze,8.1,3.0,True,False,5.4,False,False,False,True,False,False
810,Hotel Naples,7.8,3.0,True,False,4.3,False,True,True,True,True,False
811,Hotel Mimosa Pantheon,8.4,3.0,True,True,14.5,False,False,True,True,False,True
812,Villa Tortorelli,9.1,3.0,True,False,6.1,False,True,False,True,False,False
813,Santa Maria Suites,8.3,3.0,True,True,14.1,False,False,False,True,True,False
814,Babuino 79,9.6,3.0,True,True,15.1,False,False,False,True,True,True
815,Casa Minerva Al Pantheon,8.9,3.0,True,True,14.4,False,False,False,True,False,True
816,Charme in Santa Croce,9.8,3.0,True,False,6.0,False,True,False,True,False,False
817,Albergo Oasi,8.5,3.0,True,True,5.4,False,False,False,True,False,True
818,Dante Maison de Charme,9.3,3.0,True,True,4.3,False,False,False,True,False,True
819,Casa Amato,9.2,3.0,True,False,3.5,False,False,False,True,False,True
820,Mercatello Bed and Breakfast,9.7,3.0,True,True,4.2,False,True,False,True,False,True
821,Home Venice Apartments-Rialto 1 - 2 - 3,8.7,3.0,True,False,7.4,False,False,False,True,False,False
822,Il Salviatino,9.2,3.0,True,False,7.8,False,True,True,False,True,False
823,Bed and Breakfast Locanda di Mosconi,9.2,3.0,True,True,4.9,False,True,False,True,True,False
824,CS Spanish Steps Luxury Apartment,8.6,3.0,True,True,14.7,False,False,False,True,False,False
825,Best Western Hotel Globus,8.3,3.0,True,True,13.4,False,True,True,True,True,False
826,Hotel Anfiteatro Flavio,7.6,3.0,True,True,13.6,False,False,True,True,False,False
827,Casa Michelangelo,9.4,3.0,True,False,5.4,False,True,False,True,True,False
828,Costa San Giorgio 76,8.3,3.0,True,False,5.8,False,True,False,True,False,False
829,Palazzo Lombardo,9.0,3.0,True,False,6.8,False,False,False,True,True,False
830,Soggiorno Pitti,8.8,3.0,True,False,5.6,False,True,False,True,False,True
831,"Palazzetto San Lio, Rialto",8.1,3.0,True,False,7.5,False,False,False,True,False,False
832,Hotel Palazzo Guadagni,8.8,3.0,True,False,5.5,False,True,True,True,True,False
833,Riva Lofts Florence,9.2,3.0,True,False,3.5,False,True,False,True,True,False
834,Circus Maximus B&B,7.8,3.0,True,False,12.6,False,False,False,True,False,True
835,Il Taschino Suite,8.8,3.0,True,False,4.5,False,False,False,True,False,False
836,Hotel Ferretti,7.1,2.0,True,False,5.1,False,True,False,True,False,False
837,Giardino Eden B&B,8.5,3.0,True,True,6.1,False,True,True,False,True,False
838,Lovely flat between Mercato Centrale and Duomo,7.7,3.0,True,False,5.2,False,True,False,False,True,False
839,Colosseo Miracle Suite,9.5,3.0,True,True,13.5,False,False,False,True,False,True
840,Excellent Trinity Rooms,9.7,3.0,True,False,14.5,False,False,False,True,False,True
841,SAN STAE CASA AURORA,9.4,3.0,True,True,7.1,False,False,False,True,False,False
842,La Perla del Doge con Wellness & Spa uso esclusivo,9.5,3.0,True,False,7.1,False,False,False,True,False,False
843,Bottiglieri's Home,9.4,3.0,True,False,2.6,False,True,False,True,False,True
844,Vomero House,8.0,3.0,True,True,5.9,False,True,True,True,True,False
845,Appartamento Ricasoli 36,0.0,0.0,True,False,5.4,False,False,False,True,False,True
846,Hotel Luna Rossa,6.8,2.0,True,True,3.2,False,True,True,True,True,False
847,Benvenuto a Napoli,8.4,3.0,True,True,3.2,False,True,False,True,True,False
848,B&B Art Suite Santa Brigida,8.6,3.0,True,True,5.2,False,True,False,True,True,False
849,Silver Fern,8.9,3.0,True,True,12.6,False,False,False,True,False,True
850,Casa Jaqueline ( Attico ),9.8,3.0,True,False,7.9,False,False,False,True,False,True
851,New central and spacious,9.5,3.0,True,False,7.5,False,False,False,True,False,True
852,Palazzetto Foscari,9.9,3.0,True,False,7.2,False,False,False,True,False,True
853,Civico 7,8.6,3.0,True,True,4.4,False,True,False,True,True,False
854,Sfumature Partenopee,8.9,3.0,True,False,4.5,False,False,False,False,False,False
855,Golden Hotel,8.0,3.0,True,True,4.8,False,True,True,True,True,False
856,Hotel Art by the Spanish Steps UNA Esperienze,8.2,3.0,True,True,15.1,True,False,True,True,True,False
857,Hotel dei Borgognoni,8.9,3.0,True,False,14.6,False,True,True,True,True,False
858,Ambassador Tre Rose,7.9,3.0,True,True,7.8,True,False,True,True,False,False
859,Relais Luce Florence,9.5,3.0,True,False,4.9,False,False,False,True,True,True
860,Trevi Collection Hotel - Gruppo Trevi Hotels,8.2,3.0,True,True,14.6,False,True,True,True,True,False
861,"Aquamare, boutique b&b",9.5,3.0,True,False,7.9,False,False,False,True,False,False
862,Ca' Pozzo Inn,8.8,3.0,True,False,6.8,False,False,False,True,True,False
863,BBHOMEROME - Navona Love Deluxe,8.2,3.0,True,True,15.0,False,True,False,True,True,False
864,My Rhome Prati,8.8,3.0,True,True,16.2,False,False,False,True,False,False
865,Charming House Iqs,9.0,3.0,True,True,7.6,False,False,False,True,True,False
866,B&Bistrot,8.3,3.0,True,False,4.1,False,True,False,True,True,False
867,Blue George Apartment,9.6,3.0,True,False,7.2,False,False,False,False,True,False
868,Venice Times Hotel,9.1,3.0,True,False,7.1,False,False,True,True,False,True
869,Rome Together Guest House,9.2,3.0,True,True,16.6,False,False,False,True,False,True
870,"CA CICOGNA air conditioning and fast WiFi, central location apartment",9.0,3.0,True,True,7.5,False,False,False,True,True,False
871,La Terrazza Su Boboli,9.4,3.0,True,True,5.6,False,True,True,True,True,False
872,numa l Vita Apartments,9.1,3.0,True,False,5.2,False,False,False,False,False,True
873,CA' TURCHETTE,8.5,3.0,True,False,8.2,False,False,False,True,False,False
874,B&B Arco Di Gallieno,9.2,3.0,True,True,13.0,False,True,False,True,False,True
875,Old Town House apartment,9.6,3.0,True,False,3.5,False,False,False,False,True,False
876,Restart Campidoglio,9.2,3.0,True,True,13.9,False,False,False,True,True,False
877,Hotel Diplomatic,8.2,3.0,True,True,15.3,False,True,True,True,True,False
878,Hotel Elide,7.9,3.0,True,True,14.0,False,True,True,True,True,False
879,Nilo Flat a 3 double beds in center by Napoliapartments,0.0,0.0,True,True,3.9,False,True,False,True,False,False
880,The Pope's Window,9.1,3.0,True,True,15.7,False,False,False,True,False,True
881,Domus Claudi Colosseum,9.6,3.0,True,True,12.7,False,True,False,True,False,True
882,Moonlight Attic,9.4,3.0,True,False,8.0,False,False,False,True,False,False
883,Hotel Victoria,7.6,3.0,True,False,5.0,False,False,True,True,True,True
884,B&B Santa Maria del Fiore,9.0,3.0,True,True,6.7,False,True,False,True,False,False
885,Florence Dream Domus,8.2,3.0,True,False,5.3,False,False,False,True,False,False
886,Maison Zazà Naples,9.7,3.0,True,False,3.9,False,True,False,True,False,False
887,Trevi Apartment,9.9,3.0,True,True,14.4,False,True,False,False,True,False
888,San Marco Design Suites,9.3,3.0,True,False,7.8,False,True,False,True,False,False
889,Ricasoli Firenze Luxury Apartments UNA Esperienze,9.3,3.0,True,False,5.4,False,False,False,True,True,True
890,Hotel Hermitage,8.6,3.0,True,False,5.7,False,True,True,True,True,False
891,Brunelleschi Suite,9.1,3.0,True,False,5.9,False,True,False,True,True,False
892,Mandy's Palace Canal View,9.7,3.0,True,False,8.1,False,False,False,True,False,False
893,Medusa Chiaia 164,9.7,3.0,True,True,5.7,False,True,False,True,True,False
894,Villetta Capodimonte,8.8,3.0,True,True,2.1,False,True,False,True,True,False
895,TREVI FOUNTAIN Deluxe - Your Italian Holidays,9.3,3.0,True,True,14.5,True,True,False,True,False,False
896,Ponte Vecchio Suites & Spa,9.3,3.0,True,False,5.6,False,True,False,True,False,False
897,Trevi Ab Aeterno - Amazing View of the Trevi Fountain,9.1,3.0,True,True,14.4,False,False,False,True,False,False
898,Melarancio Apartments,9.3,3.0,True,False,5.1,False,False,False,True,False,False
899,Bespoke Luxury Suites,8.6,3.0,True,False,14.0,False,False,False,True,False,True
900,Polacchi 42 Apartment,9.7,3.0,True,True,14.0,False,False,False,False,False,True
901,P 1779,9.7,3.0,True,False,6.9,False,False,False,True,False,False
902,B&B Ruffo di Bagnara Palazzo Monumentale,8.9,3.0,False,False,4.2,False,True,True,True,True,False
903,Isa Guest Rooms,9.4,3.0,True,False,7.4,False,True,False,True,False,True
904,La finestra sul Colosseo B&B 1,9.5,3.0,True,False,12.5,False,False,False,True,False,True
905,White flat Rione Monti,8.7,3.0,True,True,13.5,False,False,False,True,False,False
906,Domus Palatina,8.9,3.0,True,False,13.2,False,False,False,True,False,True
907,Relais Arco Della Pace,8.0,3.0,True,True,15.0,False,False,False,True,True,False
908,Venice Altanina Apartment,8.7,3.0,True,True,7.6,False,False,False,True,False,False
909,Hotel Cinquantatre,8.7,3.0,True,True,14.4,False,False,True,True,False,True
910,City Apartments Rialto,8.0,3.0,True,True,7.5,False,False,False,True,True,False
911,Piazza Pitti Palace - Residenza d'Epoca,9.6,3.0,True,True,5.6,False,True,False,True,True,False
912,Barberini Dream,9.6,3.0,True,True,14.4,False,True,False,True,True,False
913,Palagio dei Corbinelli Relax Suites,9.7,3.0,True,False,7.5,False,True,False,True,False,True
914,Spanish Steps Miracle Suite,9.5,3.0,True,True,14.8,False,False,False,True,False,True
915,Fiorentini Residence,8.2,3.0,True,False,4.7,False,True,False,True,False,True
916,Venice Grand Canal Style Apartments,8.0,3.0,True,True,7.6,False,True,False,True,True,False
917,Charming Palace Corte del Teatro,9.2,3.0,True,False,7.3,False,False,False,False,False,False
918,Appartamento Perla,9.6,3.0,True,True,7.2,False,False,False,True,False,False
919,THE ONE Boutique Hotel & SPA Roma,9.0,3.0,True,True,14.4,True,False,True,True,False,False
920,Renaissance Naples Hotel Mediterraneo,8.4,3.0,True,False,4.9,True,True,True,True,False,False
921,BW Signature Collection Hotel Paradiso,8.3,3.0,True,True,8.2,False,True,True,False,True,False
922,Grand Canal Suite,7.9,3.0,True,False,7.4,False,True,False,True,False,False
923,Relais Santa Maria Maggiore,8.4,3.0,True,False,13.2,False,False,False,True,True,True
924,Navona Essence Hotel,8.7,3.0,True,False,14.7,False,False,False,True,True,True
925,Cherubini Palace Thematic Apartment,9.6,3.0,True,False,5.5,False,True,False,True,False,True
926,B&B Casa Baseggio,9.1,3.0,True,False,6.8,False,False,False,True,True,False
927,Hotel Collodi Firenze,9.0,3.0,True,False,5.2,False,False,False,True,True,False
928,Monti Deluxe - Terrace Spectacular View,9.1,3.0,True,True,13.8,False,False,False,False,True,True
929,Eurostars Florence Boutique,8.7,3.0,True,False,6.7,False,True,True,True,False,False
930,Ca' Maria Callas,9.0,3.0,True,False,8.0,False,False,False,True,False,False
931,San Gennaro Bed,8.5,3.0,True,True,3.5,False,True,True,True,True,False
932,Hotel Ascot,8.3,3.0,True,False,14.0,False,False,False,True,False,True
933,Appartamenti Mergellina,8.2,3.0,True,True,6.6,True,True,True,True,False,False
934,Locanda Ai Santi Apostoli,9.0,3.0,True,False,7.2,False,False,True,True,True,True
935,Toledo in,8.9,3.0,True,False,4.7,False,True,False,True,False,False
936,Montesanto 77 Casa panoramicissima al centro storico,9.9,3.0,True,False,4.7,False,False,False,True,False,False
937,Del Remer Apartment - 5mins from San Marco sq,9.1,3.0,True,False,7.4,False,False,False,True,False,False
938,Maison Plebiscito,9.6,3.0,True,False,5.5,False,True,False,False,True,False
939,Porcellino Gallery Art Boutique BB,8.6,3.0,True,False,5.6,False,True,False,True,False,False
940,Villa Zaccardi,8.2,3.0,True,False,14.3,False,False,False,True,True,False
941,Canto degli Scali,9.6,3.0,True,True,5.5,False,True,False,True,False,False
942,ARIA DI CASA APARTMENT,8.9,3.0,True,False,6.3,False,False,False,True,False,False
943,La casa di Lollo by Wonderful Italy,8.5,3.0,True,True,5.9,False,False,False,False,False,True
944,Hotel Monte Cenci,8.8,3.0,True,True,14.1,False,True,True,True,True,False
945,Ca' dell'Arciere,9.0,3.0,True,False,7.9,False,False,False,True,False,False
946,Ve.N.I.Ce Cera Remer Suite,8.9,3.0,True,False,7.0,False,False,False,True,False,True
947,Venexia House to Rialto,9.1,3.0,True,False,7.5,False,False,False,True,False,False
948,Appartamento Duodo o Barbarigo,9.4,3.0,True,False,8.1,False,False,False,True,False,True
949,Piazza Del Gesu' Luxury Suites,8.2,3.0,True,True,14.2,False,False,False,True,False,True
950,Bauer Palazzo,8.9,3.0,True,False,8.0,True,False,True,True,False,False
951,Ca' San Giorgio B&B,9.3,3.0,True,False,7.1,False,False,False,True,True,False
952,Hotel Dell'Opera,8.8,3.0,True,False,8.0,False,False,True,True,False,True
953,SHG Hotel Salute Palace,8.5,3.0,True,False,8.4,False,False,True,True,True,False
954,Artemente Florence B&B,9.1,3.0,True,True,4.8,False,True,False,True,True,False
955,San Lorenzo with private terrace,8.3,3.0,True,False,5.0,False,True,False,True,True,False
956,Haggi’s Residence,9.7,3.0,True,False,5.8,False,True,False,True,False,False
957,"The Westin Excelsior, Rome",7.2,2.0,True,False,14.7,False,True,True,True,True,False
958,Otivm Hotel,9.0,3.0,True,True,14.0,False,False,True,True,True,False
959,La Maritina,8.4,3.0,True,True,3.3,False,True,False,True,False,True
960,Penthouse Angelo Brunetti,8.7,3.0,True,True,15.5,False,True,False,True,True,False
961,NapulitanDream,9.2,3.0,True,True,3.8,False,False,False,True,False,False
962,San Lio Tourist House,8.6,3.0,True,True,7.5,False,False,False,True,False,False
963,Hidden Gem in Venice,9.3,3.0,True,False,7.9,False,False,False,True,True,False
964,Parthenope's Nest,9.7,3.0,True,False,5.7,False,True,False,True,False,False
965,Ibis Roma Fiera,7.8,3.0,True,False,12.2,True,True,True,True,True,False
966,Hotel Perseo,8.8,3.0,True,False,5.3,False,True,True,True,False,True
967,Locanda Art Deco,9.0,3.0,True,False,7.9,False,False,False,True,True,False
968,Trastevere Royal Suite,9.0,3.0,True,True,13.9,False,False,False,True,True,True
969,Residenza Veneziana,9.6,3.0,True,False,7.7,False,False,False,True,False,False
970,Residenza d'Epoca San Cassiano,8.7,3.0,True,False,7.2,False,False,True,True,True,False
971,B&B MediNaples,8.9,3.0,True,True,4.8,False,True,False,True,True,False
972,Hotel Rossi,7.8,3.0,True,False,7.1,False,False,False,True,True,False
973,Sweet Holidays In Rome,8.7,3.0,True,False,13.4,False,False,False,True,False,True
974,Appartamenti Le Gemme,9.0,3.0,True,False,3.7,False,False,False,True,False,True
975,B&B I Due Tornesi,9.4,3.0,True,False,2.6,False,False,False,True,False,False
976,La Casa di Giorgio B&B,9.5,3.0,True,True,3.7,False,True,False,True,False,True
977,Apartment Odesos,8.5,3.0,False,False,7.5,False,False,False,False,False,False
978,Little Queen Suite,8.6,3.0,True,True,14.2,False,False,False,True,False,False
979,FH55 Grand Hotel Palatino,8.3,3.0,True,False,13.4,True,True,True,True,False,False
980,Apartment Minuetto,9.5,3.0,True,False,7.2,False,False,False,True,False,False
981,B&B San Firmino,9.1,3.0,True,False,7.5,False,False,False,True,True,True
982,San Bortolomio,9.1,3.0,True,False,7.5,False,False,False,True,False,False
983,Fauno Urban Resort,8.7,3.0,True,True,12.8,False,True,True,True,False,False
984,Hotel Touring,7.7,3.0,True,False,13.7,False,False,True,True,False,True
985,San Pantalon Luxury Penthouse R&R,9.5,3.0,True,True,7.7,False,False,False,True,True,False
986,Vatican Luxury House,9.2,3.0,True,True,15.9,False,True,False,True,False,False
987,Chiaia 32 Deluxe Residence,8.7,3.0,True,True,5.5,False,True,False,True,False,False
988,At the foot of the Biennale - Cosy apartment,9.4,3.0,True,True,8.4,False,True,False,True,False,False
989,DA ME Suites,8.9,3.0,True,True,15.7,False,False,False,True,False,True
990,Rome Times Hotel,8.5,3.0,True,False,13.8,False,False,True,True,False,False
991,Villa Albina,8.7,3.0,True,False,6.1,False,True,False,True,False,True
992,Roman Residence,9.2,3.0,True,False,13.5,False,False,True,True,False,True
993,Piazza San Marco - Cozy and warm apartment,0.0,0.0,True,False,7.9,False,False,False,True,False,False
994,Casa Latilla,9.6,3.0,True,False,4.4,False,False,False,True,True,False
995,Hotel Milani,7.5,2.0,True,False,13.7,False,False,False,False,True,True
996,B&B Neapolitan Breakfast,9.5,3.0,True,True,4.3,False,True,False,True,False,False
997,Colonna Palace,8.2,3.0,True,False,14.6,False,False,True,True,False,True
998,Hotel Cosmos,9.0,3.0,True,False,4.8,False,False,True,True,False,True
999,Antica Dimora De' Benci,9.3,3.0,True,False,6.1,False,True,False,True,True,False
1000,"Annunziata Guesthouse, Centro Storico",9.5,3.0,True,True,3.9,False,True,False,True,False,False
1001,Appartamenti Paradiso,8.8,3.0,True,False,6.7,False,False,False,True,False,False
1002,San Marco Palace,7.9,3.0,True,True,7.8,True,False,True,True,True,False
1003,Toledo Place,9.0,3.0,True,True,5.0,False,True,False,True,False,False
1004,Viola Borgia,9.3,3.0,True,False,5.4,False,True,False,True,False,False
1005,NeapolitanTrips Bed and Breakfast,9.0,3.0,True,True,4.8,False,False,False,True,False,True
1006,I Mulini A Vento,8.6,3.0,True,True,16.3,False,True,False,True,False,False
1007,La Dimora di Garibaldi,8.1,3.0,True,False,3.1,False,False,False,True,True,True
1008,Maison Nilo 15,9.1,3.0,True,False,3.9,False,True,False,True,False,False
1009,Relais al Museo,9.4,3.0,True,False,4.1,False,True,False,True,False,True
1010,"MORI 3, IN CENTRO STORICO DI VENEZIA",9.7,3.0,True,False,6.7,False,False,False,True,True,False
1011,Albergo Ottocento,8.4,3.0,True,False,14.5,True,False,True,True,False,False
1012,Ca' Nane,8.5,3.0,True,False,7.1,True,False,False,True,False,False
1013,WellVenice Rialto,9.3,3.0,True,False,7.6,False,False,False,False,False,False
1014,B&B Emozioni Fiorentine,8.8,3.0,True,True,5.5,False,True,False,True,False,True
1015,La Vigna Dolce di Anna,7.9,3.0,True,False,5.9,False,False,False,True,False,False
1016,B&B Hotel Napoli,8.3,3.0,True,False,3.1,False,True,False,True,True,False
1017,La Cortevecchia Venice,9.2,3.0,True,False,7.8,False,False,False,True,False,False
1018,Hotel Alex,7.8,3.0,True,False,3.6,True,True,True,True,True,False
1019,La Maison at The Old Bridge,9.4,3.0,True,False,5.9,False,False,False,True,False,False
1020,DUOMO SUITE GHIRLANDAIO,9.1,3.0,True,True,5.3,False,True,False,False,False,True
1021,Hotel Quirinale,8.3,3.0,True,True,13.9,True,False,True,True,False,False
1022,Appartamento Cellini,9.1,3.0,True,False,5.7,False,True,False,True,True,True
1023,Casa MIA,9.1,3.0,True,False,8.8,False,False,False,True,False,False
1024,Modern Apartment at Piazza del Gesu' by Wonderful Italy,0.0,0.0,True,True,4.4,False,False,False,True,False,False
1025,HT6 Hotel Roma,9.1,3.0,True,True,14.0,False,False,True,True,False,False
1026,B&B La Corte Dei Dogi,8.4,3.0,True,False,8.1,False,False,False,False,False,False
1027,Palazzo Toledano,9.5,3.0,True,True,4.6,False,False,False,True,False,True
1028,Duomo Luxury Suites,8.5,3.0,True,False,3.5,False,False,False,True,True,False
1029,View Colosseo From Jacuzzi,9.1,3.0,True,True,13.2,False,False,False,True,False,True
1030,Leone Blu Suites | UNA Esperienze,9.3,3.0,True,False,5.2,False,False,False,True,True,True
1031,Starhotels Metropole,8.7,3.0,True,True,13.7,False,True,True,True,True,False
1032,B&B Ca' Furlan,9.4,3.0,True,False,7.7,False,False,False,False,False,False
1033,Boutique Hotel del Corso,9.0,3.0,True,False,5.7,False,True,False,True,False,False
1034,Cantorial Charme,9.8,3.0,True,True,6.2,False,True,False,True,False,False
1035,Old town Florence apartment facing S.Croce,9.4,3.0,True,False,6.0,False,False,False,True,False,False
1036,Exclusive Penthouse Il Magnifico - Free Parking,8.0,3.0,True,False,5.0,False,True,False,True,False,False
1037,B&B La Nannina,9.5,3.0,True,False,4.5,False,False,False,True,False,True
1038,Talismano Luxury Rooms & Apartments,8.5,3.0,True,True,4.5,False,True,False,True,True,False
1039,Antica Dimora Deluxe,9.6,3.0,True,False,3.6,False,True,False,False,False,False
1040,Bayard101,9.4,3.0,True,False,3.1,False,True,False,True,True,True
1041,NapoliViva,9.3,3.0,True,True,3.9,False,True,False,True,False,False
1042,Cà Mocenigo Terrace,9.8,3.0,False,False,7.1,False,False,False,True,False,True
1043,Appartamento la Ninfea,8.7,3.0,True,False,5.1,False,False,False,True,False,False
1044,DUOMO apartment incredible location!,0.0,0.0,True,False,5.4,False,False,False,False,False,True
1045,Courtyard by Marriott Rome Central Park,8.5,3.0,False,False,19.5,True,True,True,True,True,False
1046,Ca' Riccio,8.3,3.0,True,False,7.2,False,False,False,True,False,False
1047,Palazzo Marigliano - Rooms & Suites,9.0,3.0,True,False,3.8,False,False,False,True,False,False
1048,Toledo Relais,8.8,3.0,True,False,5.0,False,True,False,True,False,True
1049,Casa al Viminale,9.2,3.0,True,True,13.7,False,True,False,True,True,False
1050,Chez Anna B&B - Adults only,9.5,3.0,True,True,6.0,False,True,False,True,True,False
1051,La Controra Hostel Naples,9.0,3.0,True,False,4.6,False,True,True,True,False,False
1052,Santi Apostoli Home,0.0,0.0,True,False,7.1,False,False,False,False,False,False
1053,BDC - Trastevere Apartment,9.3,3.0,True,True,13.8,False,True,False,True,False,True
1054,BBHOMEROME - Piazza Campo de' Fiori Luxury Flat View,8.3,3.0,True,True,14.5,False,True,False,True,True,False
1055,The Foria House by House In Naples,9.3,3.0,True,True,2.9,False,True,False,True,True,False
1056,Bed and Breakfast I Vicoletti Di Napoli,8.8,3.0,True,False,4.2,False,False,False,True,False,False
1057,Hotel Nord Nuova Roma,8.5,3.0,True,False,13.7,False,True,True,True,True,False
1058,Ca' dei Carpini,9.6,3.0,True,False,7.2,False,False,False,True,False,False
1059,Hotel Eliseo,7.4,2.0,True,False,14.9,False,True,False,True,False,True
1060,Appartamento Fabris,9.5,3.0,True,False,7.8,False,False,False,True,False,False
1061,Domus De Fiori,8.9,3.0,True,True,15.0,False,False,False,False,False,False
1062,Residenza D'Epoca Via Santo Spirito 6,8.1,3.0,True,False,5.4,False,False,False,True,False,True
1063,Hotel Primavera,8.6,3.0,True,True,14.7,False,True,False,True,False,True
1064,Hotel Leopardi,7.9,3.0,True,True,9.2,False,True,True,True,True,False
1065,Terme Halldis Apartments,9.1,3.0,True,False,5.4,False,False,False,False,True,False
1066,Suites Torre Dell'Orologio,7.7,3.0,True,True,7.8,True,False,True,True,True,False
1067,Hotel Toledo,8.0,3.0,True,True,4.9,False,True,True,True,True,False
1068,Savoia & Jolanda Apartments 2,8.9,3.0,True,True,6.7,False,False,False,False,True,False
1069,Hotel Homs,8.2,3.0,True,True,14.7,False,False,True,True,False,False
1070,Palazzo Graziani,9.0,3.0,True,False,5.9,False,True,False,True,False,True
1071,B&B Relais Tiffany,9.4,3.0,True,True,4.3,False,True,False,True,False,False
1072,Casa Fiorito,9.6,3.0,True,False,3.6,False,True,False,True,False,True
1073,Gondola Bianca VeniseJeTaime,9.3,3.0,True,False,7.1,False,False,False,True,False,False
1074,Hotel The Brand,8.5,3.0,True,False,14.9,True,True,True,True,True,False
1075,Aqua Palace,9.2,3.0,True,True,7.6,False,False,True,True,False,False
1076,B&B La Terrazza Sul Duomo,9.2,3.0,True,False,5.4,False,False,False,True,False,True
